name	type	sub_type	entry	summary
Si2017	publication			Fuzhen Si 2017 Two Types of Chinese Possessive Structures
Frey2015	publication			Werner Frey 2015 Word order
Broekhuis2013	publication			H. Broekhuis 2013 Syntax of Dutch: Adjectives and Adjective Phrases
CinqueRizzi2010	publication			G. Cinque & L. Rizzi 2009 The Cartography of Syntactic Structures
Ince2012	publication			A. Ince 2012 Sluicing in Turkish
Kim2012	publication			Jin-Sook Kim 2012 Comprehension of Elided Phrases in Korean and English: VP-Ellipsis, Null Object Constructions, and One-Substitution.
McCloskey2002	publication			James Mccloskey 2008 Resumption, Successive Cyclicity, and the Locality of Operations
Tada1993a	publication			Hiroaki Tada 1993 A/A-bar partition in derivation
Tsai1999	publication			 1999 ON LEXICAL COURTESY* the lexicon and S-structure, and nothing prevents Merger from blocking Chain formation along the “least effort” guideline: First consider a formal object which is by definition a pair, as is the case of operator-variable
VanBenthem1983	publication			J. Benthem 1983 The Logic of Time
Bengio1991	publication			Yoshua Bengio 1991 Artificial neural networks and their application to sequence recognition
Schlenker2000	publication			P. Schlenker 1999 Propositional attitudes and indexicality : a cross categorial approach
Amiot2005	publication			Dany Amiot 2005 Between Compounding and Derivation
Dryer1997	publication			M. Dryer 1997 Are Grammatical Relations Universal
Barros2014	publication			Barros, Matthew 2014 A non-repair approach to island sensitivity in contrastive TP ellipsis
Green1972	publication			Georgia M. Green 1972 Some Observations on the Syntax and Semantics of InstrumentalVerbs
HojiIshii2004	publication			Hajime Hoji and Yasuo Ishii 2004 What gets mapped to the tripartite structure of quantification in Japanese
Jantunen2015	publication			Jantunen, Tommi 2015 Rinnastuksen prosodiaa suomalaisessa viittomakielessä [Theprosody of clausal coordination in FinSL
LiThompson1979	publication			Li, Charles N. and Thompson, Sandra A. 1979 The pragmatics of two types of yes-no questions in Mandarin and its universal implications
Walenski2012	publication			Walenski, Matthew and Love, Tracy and Ferrill, Michelle and Deschamps, Isabelle and Pieperhoff, Peter and Amunts, Katrin and Grodzinsky, Yosef and Shapiro, Lewis P. 2012 Structure–function correspondences in Broca’s aphasia: Evidence from MRI and comprehension of verb phrase ellipsis constructions
	publication			H. Kamp & B. Partee 2002 Context-Dependence in the Analysis of Linguistic Meaning
	publication			Mats Rooth 1987 Noun Phrase Interpretation in Montague Grammar, File Change Semantics, and Situation Semantics
	publication			Noam Chomsky 1982 Some Concepts and Consequences of the Theory of Government and Binding
	publication			J. Nykiel & Jong-Bok Kim & Kyung Hee 2021 Chapter Ellipsis
	publication			Adrian Stegovec 2016 Obviā et Imperā ! A case for ‘ perspectival control ’ in directive clauses
	publication			D. Slobin 1971 The ontogenesis of grammar : a theoretical symposium
	publication			Osamu Sawada 2009 To appear in the Proceedings of NELS 39 Comparison with Indeterminateness : A Multidimensional Approach *
	publication			F. V. Eynde 2004 Pied Piping is a Local Dependency
	publication			J. Atlas 2005 Logic, Meaning, and Conversation: Semantical Underdeterminacy, Implicature, and Their Interface
	publication			R. Bäuerle & U. Egli & A. Stechow 1981 Semantics From Different Points of View
	publication			D. Frayer & J. Gatti & J. Monge & Davorka Radovčić 2017 Prehistoric dentistry? P4 rotation, partial M3 impaction, toothpick grooves and other signs of manipulation in Krapina Dental Person 20.
	publication			J. Ross 1970 GAPPING AND THE ORDER OF CONSTITUENTS
	publication			G. Ramchand & Peter Svenonius 2002 The Lexical Syntax and Lexical Semantics of the Verb-Particle Construction
	publication			A. Kratzer & J. Shimoyama 2017 Indeterminate Pronouns: The View from Japanese
	publication			Gerhard Jager 2001 Indenites and Sluicing. A type logical approach
	publication			C. Platzack 2012 Cross Germanic variation in the realm of support verbs
	publication			Aritz Irurtzun Sviaguincheva 2007 The grammar of focus at the interfaces
	publication			Noam Chomsky 1987 Language and Problems of Knowledge
	publication			H. Kimura 2017 IN-SITU PROPERTIES OF FRAGMENT ANSWERS : EVIDENCE FROM JAPANESE *
	publication			Antonio Fábregas & Martin Krämer 2020 Why prefixes (almost) never participate in vowel harmony
	publication			Virginia Margherita Fior 2006 Non-overt Arguments in the Instructional Register of English
	publication			N. Hornstein 2008 A Theory of Syntax: Some thoughts on adjunction
	publication			서 영환 2000 A study of the auxiliary verb construction and verb serialization in Korean
	publication			N. Hyams 1992 The Genesis of Clausal Structure
	publication			M. Rivero 1991 Exceptional Case Marking Effects in Rumanian Subjunctive Complements
	publication			Gennaro Chierchia 2018 4 Why does A-movement bleed Weak Crossover ?
	publication			Montserrat Batllori & M. Hernanz & C. Picallo & F. Roca 2005 Grammaticalization and parametric variation
	publication			 2019 Expressing possibility in Daakaka and Saliba-Logea
	publication			Feng-hsi Liu 1990 Scope dependency in english and chinese
	publication			D. Brentari 1999 A Prosodic Model of Sign Language Phonology
	publication			M. Yip 2002 Variability in feature affiliations through violable constraints: the case of [lateral]
	publication			L. Streeter 1976 Kikuyu labial and apical stop discrimination
	publication			G. Morrill 1989 Extraction and coordination in phrase structure grammar and categorial grammar
	publication			Kei & TAKAHASHIThe 2004 An Adja en y Constraint on Argument Sele tion
	publication			A. Chernilovskaya 2008 2 Grishin interaction postulates in the Lambek – Grishin calculus
	publication			Ø. Nilsen 2005 A deductive approach to (ad)verb placement and the functional sequence
	publication			G. Smith 2000 Word Remnants and Coordination
	publication			G. Bouma 1996 Extraposition as a nonlocal dependency
	publication			J. Nevis 1994 Clitics: A comprehensive bibliography 1892–1991
	publication			Francisco Gonzálvez-García 2007 Situating the Lexical Constructional Model in functional-cognitive space: Some preliminary considerations
	publication			Anton Benz & Gerhard Jäger & R. Rooij 2006 An Introduction to Game Theory for Linguists
	publication			C. Rodrigues 2004 Impoverished Morphology and A-movement out of Case Domains
	publication			G. Cinque 1996 Italian Syntax and Universal Grammar: The pseudo-relative and ACC- ing constructions after verbs of perception
	publication			Osamu Sawada 2018 Scale structures in discourse: Discourse-pragmatic properties of Japanese comparative expressions
	publication			Alanah McKillen 2013 Deriving De Re/De Dicto Interpretations in Online Sentence Processing
	publication			Michiko Todokoro Buchanan 2009 Ellipsis involving verbs in Japanese.
	publication			H. Harley & R. Noyer 1999 DISTRIBUTED MORPHOLOGY
	publication			Noam Chomsky & N. Smith 2000 New Horizons in the Study of Language and Mind: References
	publication			P. D. Groote & Projet Calligramme 1996 Partially commutative linear logic: sequent calculus and phase semantics
	publication			Iggy Roca 1992 Thematic structure : its role in grammar
	publication			L. Matthewson 1996 Determiner systems and quantificational strategies: evidence from Salish
	publication			T. Williamson & J. Almog & P. Leonardi 2009 Reference, inference and the semantics of pejoratives
	publication			Peter Svenonius 2002 Subjects, Expletives, and the EPP
	publication			P. Kosta & D. Krivochen 2012 Some Thoughts on Language Diversity, UG and the Importance of Language Typology: Scrambling and Non-Monotonic Merge of Adjuncts and Specifiers in Czech and German
	publication			Syntactic Buffers 2014 A Local-Derivational Approach to Improper Movement, Remnant Movement, and Resumptive Movement
	publication			R. Muskens 2001 Lambda-Grammars and the Syntax-Semantics Interface
	publication			L. Hubert & P. Arabie & J. Meulman 1987 Combinatorial Data Analysis: Optimization by Dynamic Programming
	publication			Takafumi Maekawa 2007 The English Left Periphery in Linearisation-based HPSG
	publication			 2022 The Onus in ‘Ought’
	publication			M. Menon & Rachel Showstack 2018 Measure Phrases in Spanish Second Language Learners and Heritage Speakers *
	publication			Chu Jing 2008 Pragmatic computation in language acquisition: Evidence from disjunction and conjunction in negative context
	publication			M. Velázquez-Castillo 1995 Noun incorporation and object placement in discourse: the case of Guaraní
	publication			M. Calcagno 2001 Lexical Rules in HPSG: What are they?
	publication			A. Khatatneh 2020 Modal Existential Constructions in Modern Standard Arabic
	publication			David Y. Oshima 2005 On Exceptional Zibun Binding: An Ex- perimental Approach
	publication			John Maynard Smith & E. Szathmáry 1997 The Major Transitions in Evolution
Werner2011	publication			Werner, Edwin 2011 The ellipsis of ‘ellipsis’: A reanalysis of ‘elided’ noun phrase structures in German
SandlerAronof2007	publication			Wendy Sandler and Mark Aronof 2007 Is Phonology Necessary for Language?
	publication			Yiorgos Podaropoulos  Beyond Grammars of Utopia Crisis of Imagination and Utopianism by Negation or Affirmation in James Joyce’s Ulysses
	publication			Nasreddine Bejja & Yahya Dkhissi  The Nonnegative-Nonpositive Analysis of Continuous-Discontinuous Negation in Moroccan Arabic
	publication			Mengxi Yuan  The Semantics of Mandarin Assertion Modifiers Dique and
Mouret2007	publication			Mouret, François 2007 Grammaire des constructions coordonnées: Coordinations simples et coordinations à redoublement en français contemporain
Abels2018	publication			K. Abels 2018 Movement and Islands
Bock2000	publication			K. Bock & Zenzi M. Griffin 2000 The persistence of structural priming: transient activation or implicit learning?
Büring1997	publication			Daniel Büring 1995 The Great Scope Inversion Conspiracy
Cecchetto2004	publication			C. Cecchetto 2004 Explaining the locality conditions of QR: Consequences for the theory of phases
Cooper2005	publication			R. Cooper 2005 Austinian Truth, Attitudes and Type Theory
CulicoverJackendoff2001	publication			P. Culicover & R. Jackendoff 2001 Control Is Not Movement
EpsteinPiresSeely2005	publication			S. Epstein & Acrisio Pires & T. D. Seely 2005 EPP in T: More controversial subjects
FrazierClifton2005	publication			L. Frazier & C. Clifton 2005 THE SYNTAX-DISCOURSE DIVIDE: PROCESSING ELLIPSIS.
FrazierClifton2015	publication			L. Frazier 2014 Two Interpretive Systems for Natural Language?
Funakoshi2017	publication			Kenshi Funakoshi 2017 Backward Control from Possessors
González-Vilbazo2012	publication			Kay González-Vilbazo & L. Lopez 2011 Little v and parametric variation
Hallman2004	publication			Peter Hallman 2004 Symmetry in Structure Building
Jeong2021	publication			Sunwoo Jeong 2020 Deriving Dual Dimensions of Bias: Preposed Negation Questions with EVEN
Ko2007	publication			Heejeong Ko 2007 Asymmetries in Scrambling and Cyclic Linearization
Lambek1958	publication			J. Lambek 1958 The Mathematics of Sentence Structure
ObataEpstein2011	publication			Miki Obata & S. Epstein 2011 Feature-Splitting Internal Merge: Improper Movement, Intervention, and the A/A¢ Distinction
PruestEA1994	publication			Hub Prüst & R. Scha & M. Berg 1994 Discourse grammar and verb phrase anaphora
Roberts1989	publication			Craige Roberts 1989 Modal subordination and pronominal anaphora in discourse
Takahashi2006	publication			Daiko Takahashi 2006 Apparent Parasitic Gaps and Null Arguments in Japanese*
Warner1983	publication			A. Warner 1983 Principles of diachronic syntax
Tsai2008	publication			Wei-tien Dylan Tsai 2008 Left periphery and how-why alternations
Bigelow1978	publication			J. Bigelow 1978 Believing in semantics
Miura2022	publication			Kaori Miura 2022 Some syntactic properties of psychological adverbs in Japanese
Saddock1969	publication			Jerrold M. Sadock 1969 Hypersentences
CulicoverVaraschinWinkler2022	publication			P. Culicover & Giuseppe Varaschin & S. Winkler 2022 The Radical Unacceptability Hypothesis: Accounting for Unacceptability without Universal Constraints
Kayne2022	publication			Richard S. Kayne 2022 Antisymmetry and Externalization
Aihara2007	publication			Masahiko Aihara 2007 Double universal quantifiers as negative polarity items in Japanese
Anderson1972	publication			Anderson, Stephen R. 1972 How to get ‘even’
Arregui2006	publication			Arregui, Jr., Ana and Clifton, Charles and Frazier, Lyn and Moulton, Keir 2006 Processing elidedverb phrases with flawed antecedents: The recycling hypothesis
Bobaljik2002a	publication			Jonathan David Bobaljik 2002 A-Chains at the PF-Interface: Copies and `Covert' Movement
